GEOID,Type,Year,State,Cnty,CensusLvl,HH,HHAggInc,HHMeanInc,HHL50K,HH50100K,HHM100K,F,FAggInc,FMeanInc,FIncL50K,FInc50100K,FIncM100K,NF,NFAggInc,NFMeanInc,NFIncL50K,NFInc50100K,NFIncM100K,WHHAggInc,BHHAggInc,HSHHAggInc,HHAggEarn,HHAggNotEarn,HHRent,HHMedRent,OO,OOMedP,HVAgg,HVMean,NAMELSAD,ALAND,AWATER,INTPTLAT,INTPTLON,OBJECTID
120570024003,ACS,2016,Florida,Hillsborough County,Block Group,713,24776000,34749,589,66,58,251,13741600,54747,174,29,48,462,10449300,22618,420,32,10,14509300,8121200,8103400,18629600,5703200,571,30.3,142,18.3,23391900,164732,Block Group 3,381160,21276,27.9854445,-82.4743845,3263
120570024004,ACS,2016,Florida,Hillsborough County,Block Group,179,12220900,68273,42,116,21,134,8563900,63910,24,99,11,45,3657000,81267,18,17,10,11639900,0,6270900,9782100,2376700,13,19.1,166,18.9,26255000,158163,Block Group 4,454560,0,27.9838914,-82.480661,3274
120570025001,ACS,2016,Florida,Hillsborough County,Block Group,948,34371500,36257,671,246,31,384,14976800,39002,282,102,0,564,18959200,33616,389,157,18,22803100,5415200,17810500,29784700,4586300,698,28.4,250,22.1,28535000,114140,Block Group 1,680777,18329,27.9934872,-82.4993186,3276
120570025002,ACS,2016,Florida,Hillsborough County,Block Group,339,9711500,28647,265,74,0,284,8755100,30828,210,74,0,55,0,0,55,0,0,8912800,0,9152200,7085000,1883000,231,47,108,32.8,0,144100,Block Group 2,408373,0,27.9935347,-82.4887539,3277
120570025003,ACS,2016,Florida,Hillsborough County,Block Group,622,21361000,34342,501,94,27,290,13365600,46088,202,78,10,332,7180900,21629,299,33,0,13350800,6554100,11392100,16588300,4273400,493,31.4,129,15.3,15715000,121822,Block Group 3,979141,89297,27.9855208,-82.4936965,3278
120570025004,ACS,2016,Florida,Hillsborough County,Block Group,745,27421900,36808,603,108,34,326,15958500,48952,201,91,34,419,9972400,23800,402,17,0,23086300,1902800,16930200,22309400,5167800,432,39.7,313,23.2,37600000,120128,Block Group 4,500385,0,27.9868519,-82.4866539,3264
120570026001,ACS,2016,Florida,Hillsborough County,Block Group,288,5441000,18892,288,0,0,157,3166600,20169,157,0,0,131,2245200,17139,131,0,0,3446300,1482500,3780300,4527000,813900,265,41.9,23,46.1,0,208300,Block Group 1,2420476,7506,27.990227,-82.5145802,3279
120570026002,ACS,2016,Florida,Hillsborough County,Block Group,231,6555300,28378,202,29,0,121,3606400,29805,107,14,0,110,2652000,24109,105,5,0,5089300,0,4702800,5382600,956000,166,36.7,65,17.7,5175500,79623,Block Group 2,4392449,99698,27.976772,-82.5097937,3280
120570027001,ACS,2016,Florida,Hillsborough County,Block Group,807,49648500,61522,465,194,148,413,30073900,72818,181,140,92,394,19096600,48469,284,54,56,41269500,0,17944000,38229600,10135000,403,30.4,404,16.4,51013000,126270,Block Group 1,1164291,77479,27.9782338,-82.4878243,3281
120570027002,ACS,2016,Florida,Hillsborough County,Block Group,412,21873000,53090,259,96,57,261,16859200,64595,141,63,57,151,5013700,33203,118,33,0,18692000,0,14471100,12059600,9981600,190,51,222,18,32877600,148097,Block Group 2,674398,0,27.9756653,-82.4914582,3284
120570027003,ACS,2016,Florida,Hillsborough County,Block Group,396,25741400,65004,131,202,63,290,15783100,54424,131,141,18,106,9318600,87911,0,61,45,22014400,0,20748000,21730500,6118300,131,33.6,265,11.3,32523200,122729,Block Group 3,411108,0,27.972916,-82.4927212,3282
120570027004,ACS,2016,Florida,Hillsborough County,Block Group,647,21209900,32782,504,116,27,384,15183100,39539,253,125,6,263,5479100,20833,251,12,0,19972600,0,14378500,16536700,4346200,303,51,344,14.2,35833000,104166,Block Group 4,639358,24914,27.9700041,-82.4879412,3283
120570027005,ACS,2016,Florida,Hillsborough County,Block Group,604,24941100,41293,427,141,36,230,13602300,59140,166,28,36,374,10236900,27371,281,93,0,19392800,0,17262600,15055100,8083700,163,17.9,441,23.1,55037000,124800,Block Group 5,596486,0,27.9681897,-82.4921538,3285
120570028001,ACS,2016,Florida,Hillsborough County,Block Group,275,17805200,64746,163,72,40,156,14392600,92260,63,60,33,119,3141500,26399,100,19,0,17805200,0,7338900,14813700,6020700,59,51,216,19.7,35712500,165336,Block Group 1,454198,47438,27.9784932,-82.4726928,3293
120570028002,ACS,2016,Florida,Hillsborough County,Block Group,278,15278900,54960,161,79,38,184,9792000,53217,121,36,27,94,5486900,58371,40,43,11,12518500,2528800,5510800,11392100,4081200,28,25,250,26,31788000,127152,Block Group 2,359444,0,27.9755402,-82.4728342,3286
120570028003,ACS,2016,Florida,Hillsborough County,Block Group,337,40148000,119134,73,129,135,185,22222500,120122,0,111,74,152,17925600,117932,73,18,61,39265100,0,7019900,34863800,12231200,95,16.9,242,16.1,70627000,291847,Block Group 3,467275,56844,27.9724912,-82.4747649,3287
120570028004,ACS,2016,Florida,Hillsborough County,Block Group,451,35116000,77863,197,156,98,161,20232700,125669,36,49,76,290,14883300,51322,161,107,22,32291100,1695000,12435200,32617900,3633700,96,51,355,19.2,61709600,173830,Block Group 4,418352,0,27.9693287,-82.4722022,3288
120570029001,ACS,2016,Florida,Hillsborough County,Block Group,275,11896700,43261,197,50,28,179,8329500,46534,118,39,22,96,3212000,33458,79,11,6,8564600,1771600,4162500,9933200,2394300,127,46.8,148,26.3,14290000,96554,Block Group 1,570773,0,27.9780886,-82.4641421,3294
120570029002,ACS,2016,Florida,Hillsborough County,Block Group,341,23319000,68384,175,85,81,164,12962900,79042,79,51,34,177,9294100,52509,122,20,35,19693300,3516400,6722200,20382000,2922600,127,24.3,214,15.3,26548000,124056,Block Group 2,398009,0,27.9732991,-82.4623912,3289
120570029003,ACS,2016,Florida,Hillsborough County,Block Group,189,11327600,59934,98,75,16,96,4794800,49946,51,40,5,93,6417200,69002,47,35,11,9459500,1778300,3177000,8763800,1901700,92,30.4,97,22,12330000,127113,Block Group 3,343603,0,27.9688817,-82.4638909,3295
120570030001,ACS,2016,Florida,Hillsborough County,Block Group,297,12371200,41654,208,51,38,138,6695900,48521,77,39,22,159,5261800,33093,131,17,11,6227800,5927400,3512700,9425100,2825300,161,44.6,136,20,16573000,121860,Block Group 1,682475,19440,27.9740046,-82.4538188,3296
120570030002,ACS,2016,Florida,Hillsborough County,Block Group,324,4234900,13071,324,0,0,212,2830500,13351,212,0,0,112,775200,6921,112,0,0,411100,3823900,479600,3089500,1145400,320,30.5,4,0,0,0,Block Group 2,209317,0,27.9777586,-82.45737,3265
120570030003,ACS,2016,Florida,Hillsborough County,Block Group,314,15892900,50614,181,106,27,152,9896500,65109,70,62,20,162,5780300,35681,111,44,7,8728700,6961500,1716600,13079200,3304700,141,33.8,173,24.2,21698000,125422,Block Group 3,427338,0,27.9703163,-82.4567718,3266
120570031001,ACS,2016,Florida,Hillsborough County,Block Group,291,10621300,36499,214,64,13,184,8155600,44324,117,60,7,107,2383300,22274,97,4,6,6254400,3698100,4572600,8114800,3103000,98,35.5,193,34.7,18306000,94850,Block Group 1,324362,0,27.97785,-82.4491217,3290
120570031002,ACS,2016,Florida,Hillsborough County,Block Group,260,10372900,39896,195,58,7,160,5531300,34571,140,18,2,100,3765900,37659,67,33,0,7960200,1628600,4148700,8709900,1662900,110,42.4,150,20.3,12335000,82233,Block Group 2,327659,3098,27.978768,-82.4459,3291
120570031003,ACS,2016,Florida,Hillsborough County,Block Group,180,6957300,38652,128,37,15,116,4029200,34734,94,7,15,64,2480600,38759,34,30,0,471700,5000000,0,4727000,2131500,103,51,77,17.4,8191200,106379,Block Group 3,410890,0,27.979159,-82.4388721,3292
120570031004,ACS,2016,Florida,Hillsborough County,Block Group,235,3889000,16549,227,8,0,152,2988300,19660,144,8,0,83,898300,10823,83,0,0,0,3100400,737100,2001700,1887300,213,45.6,22,27.5,0,0,Block Group 4,242406,0,27.9754942,-82.4388177,3267
120570032001,ACS,2016,Florida,Hillsborough County,Block Group,403,13230300,32830,337,26,40,227,9659700,42554,161,38,28,176,2758900,15676,176,0,0,3883400,7881600,4332400,10622400,2358500,245,46.7,158,21.1,16310000,103228,Block Group 1,326035,0,27.9723737,-82.4470889,3297
120570032002,ACS,2016,Florida,Hillsborough County,Block Group,305,8405900,27560,250,55,0,152,5483300,36074,97,55,0,153,2812900,18385,153,0,0,4845300,3211300,3844000,5533600,2828200,198,44.1,107,13.8,7506700,70156,Block Group 2,252688,0,27.9678115,-82.4490545,3298
120570032003,ACS,2016,Florida,Hillsborough County,Block Group,229,7630800,33322,171,58,0,122,4419000,36221,82,40,0,107,3211800,30017,89,18,0,5976900,1653900,2518800,6177300,1421000,97,51,132,20.7,9982700,75627,Block Group 3,239519,0,27.9678336,-82.4449557,3268
120570033001,ACS,2016,Florida,Hillsborough County,Block Group,332,10050800,30273,257,75,0,143,4290100,30001,118,25,0,189,4432100,23450,165,24,0,2298900,6627100,1105200,8132200,1908200,202,41.5,130,28.9,13725000,105577,Block Group 1,218247,0,27.9712148,-82.4411258,3269
120570033002,ACS,2016,Florida,Hillsborough County,Block Group,429,16320100,38042,376,47,6,169,11616200,68735,137,26,6,260,4341800,16699,247,13,0,1590900,14729200,1590900,11848300,5006900,349,37,80,18.1,6081000,76013,Block Group 2,325490,0,27.9709838,-82.4370135,3299
120570033003,ACS,2016,Florida,Hillsborough County,Block Group,136,3318500,24401,126,5,5,58,2346200,40452,48,5,5,78,972300,12465,78,0,0,1830700,1421800,811800,2869400,212700,98,48.3,38,45.8,0,115800,Block Group 3,246999,0,27.9667489,-82.4394199,3300
120570034001,ACS,2016,Florida,Hillsborough County,Block Group,263,7522200,28602,204,59,0,203,5173200,25484,150,53,0,60,1336200,22270,60,0,0,822100,5146200,2376000,5927400,1570500,216,34.2,47,23.8,3962000,84298,Block Group 1,376102,0,27.9785855,-82.431985,3315
120570034002,ACS,2016,Florida,Hillsborough County,Block Group,301,6613500,21972,266,21,14,167,3996700,23932,148,9,10,134,2492700,18602,118,16,0,0,5444200,0,2654400,3641700,175,51,126,19.4,9180000,72857,Block Group 2,406822,0,27.9796759,-82.4229292,3301
120570034003,ACS,2016,Florida,Hillsborough County,Block Group,437,13527800,30956,337,95,5,264,9614800,36420,199,60,5,173,3771500,21801,138,35,0,0,13308000,0,8702700,4825100,185,36.8,252,21.5,17163700,68110,Block Group 3,554203,0,27.9759646,-82.4251783,3302
120570035001,ACS,2016,Florida,Hillsborough County,Block Group,198,6264900,31641,179,11,8,136,4573700,33630,124,4,8,62,1644400,26523,55,7,0,0,5593000,0,3852000,2309500,158,49.4,40,25,3007000,75175,Block Group 1,326846,12529,27.9697607,-82.432425,3303
120570035002,ACS,2016,Florida,Hillsborough County,Block Group,172,5398800,31388,147,25,0,97,2813100,29001,88,9,0,75,2585700,34476,59,16,0,798900,4600000,0,4120300,1158800,75,24.3,97,16,5518000,56887,Block Group 2,283617,2158,27.969353,-82.430101,3316
120570035003,ACS,2016,Florida,Hillsborough County,Block Group,252,7524400,29859,201,51,0,162,5062500,31250,120,42,0,90,2112500,23472,81,9,0,0,7293800,0,4965700,2706500,123,50,129,28.3,12390000,96047,Block Group 3,362932,0,27.969552,-82.4262395,3321
120570035004,ACS,2016,Florida,Hillsborough County,Block Group,273,9945600,36431,214,54,5,180,6756500,37536,127,53,0,93,3030700,32588,87,6,0,1163200,7763600,0,5743300,5234300,45,44.6,228,18.6,19995000,87697,Block Group 4,573312,0,27.9698875,-82.4212726,3317
120570036001,ACS,2016,Florida,Hillsborough County,Block Group,346,10908800,31528,293,36,17,200,7195000,35975,171,12,17,146,3682300,25221,122,24,0,1763500,8801400,1198800,8017200,3301900,126,51,220,30.7,17330100,78773,Block Group 1,1556890,45324,27.9750689,-82.4103195,3318
120570036002,ACS,2016,Florida,Hillsborough County,Block Group,467,14086500,30164,377,90,0,301,9983500,33168,226,75,0,166,3890200,23435,151,15,0,1622300,9183900,1977600,8801900,5284400,327,51,140,34.3,15546000,111043,Block Group 2,594452,0,27.9797413,-82.39418,3322
120570036003,ACS,2016,Florida,Hillsborough County,Block Group,417,16644300,39914,311,72,34,301,14168900,47073,195,72,34,116,2343000,20198,116,0,0,2381400,13501500,2569800,13502600,2968100,313,43.4,104,13.3,6980000,67115,Block Group 3,646342,0,27.9745966,-82.397546,3325
120570036004,ACS,2016,Florida,Hillsborough County,Block Group,239,10567600,44216,152,62,25,129,4704400,36468,78,51,0,110,5122100,46565,84,7,19,3330600,6677800,0,6683200,3846500,92,41.1,147,24.7,7896100,53715,Block Group 4,1183884,2616,27.9688125,-82.4095393,3326
120570037001,ACS,2016,Florida,Hillsborough County,Block Group,255,7320700,28709,215,34,6,163,4523300,27750,135,22,6,92,2759900,29999,80,12,0,4146700,2567800,1150700,5143800,2678100,159,35.7,96,18.7,6270000,65313,Block Group 1,8354968,1375188,27.9538647,-82.3865273,3304
120570037002,ACS,2016,Florida,Hillsborough County,Block Group,96,2203800,22956,92,0,4,49,1391400,28396,45,0,4,47,771000,16404,47,0,0,1776700,342600,0,1565000,413500,83,51,13,0,0,0,Block Group 2,759044,0,27.9629723,-82.396968,3319
120570038001,ACS,2016,Florida,Hillsborough County,Block Group,199,7787600,39134,141,44,14,135,6347400,47018,81,40,14,64,1260200,19691,64,0,0,3277300,3708000,0,6684400,1862100,109,44.1,90,23.1,7970800,88564,Block Group 1,741624,0,27.9623091,-82.4295357,3320
120570038002,ACS,2016,Florida,Hillsborough County,Block Group,182,6658100,36583,145,30,7,83,3250800,39166,70,9,4,99,2773400,28014,96,0,3,4153600,2504600,946300,5109700,1518600,100,29.5,82,17.8,11274500,137494,Block Group 2,1427159,1485,27.9591523,-82.4238248,3323
120570039001,ACS,2016,Florida,Hillsborough County,Block Group,712,45835500,64376,339,267,106,138,12446900,90195,40,62,36,574,33388700,58168,299,205,70,34101100,3762000,6316600,41138200,6607100,345,26.7,367,15.4,47663500,129873,Block Group 1,1208218,0,27.9611088,-82.4409734,3327
120570039002,ACS,2016,Florida,Hillsborough County,Block Group,545,8168400,14988,512,33,0,244,3134200,12845,237,7,0,301,4997200,16602,275,26,0,1376900,6791500,763900,4354000,3814200,545,33.9,0,0,0,0,Block Group 2,473965,0,27.9588879,-82.4481329,3305
120570040001,ACS,2016,Florida,Hillsborough County,Block Group,206,1645500,7988,206,0,0,37,465800,12589,37,0,0,169,1179700,6980,169,0,0,453200,1192300,318000,358900,871200,199,34.1,7,0,0,0,Block Group 1,422227,0,27.9573648,-82.453325,3329
120570041001,ACS,2016,Florida,Hillsborough County,Block Group,232,13178600,56804,144,52,36,97,5874900,60566,61,17,19,135,7303700,54101,83,35,17,11776400,1229500,0,12293800,883600,157,23.2,75,18.6,18423000,245640,Block Group 1,199006,0,27.9650952,-82.4569483,3328
120570041002,ACS,2016,Florida,Hillsborough County,Block Group,488,10672100,21869,434,44,10,94,4647500,49441,60,24,10,394,6024600,15291,374,20,0,6999800,3663800,2866800,7465800,3006000,478,34.8,10,0,0,0,Block Group 2,458363,0,27.9613155,-82.4560273,3330
120570042001,ACS,2016,Florida,Hillsborough County,Block Group,233,18367800,78832,112,56,65,135,12334400,91366,73,21,41,98,5377200,54869,54,25,19,11017700,7180900,4791700,15657000,3061000,118,36.4,115,23.4,29200000,253913,Block Group 1,321711,26154,27.9646541,-82.4702372,3331
120570042002,ACS,2016,Florida,Hillsborough County,Block Group,175,9634200,55053,91,74,10,81,5891500,72735,36,35,10,94,3279400,34887,68,26,0,4492500,4489900,1634200,8626700,1562800,75,32.5,100,26.5,19143000,191430,Block Group 2,709596,42779,27.9618848,-82.4630065,3306
120570043001,ACS,2016,Florida,Hillsborough County,Block Group,282,5650300,20037,244,38,0,238,5113700,21486,207,31,0,44,341900,7770,44,0,0,1278000,4372300,1240700,3858200,1728100,282,30.2,0,0,0,0,Block Group 1,332542,143520,27.9610819,-82.4711862,3307
120570043002,ACS,2016,Florida,Hillsborough County,Block Group,325,5344400,16444,299,26,0,162,3861800,23838,136,26,0,163,1482600,9096,163,0,0,424300,4686200,559100,3878800,1465700,299,34.7,26,0,0,0,Block Group 2,177466,0,27.9610078,-82.4756407,3308
120570043003,ACS,2016,Florida,Hillsborough County,Block Group,414,4463200,10781,414,0,0,252,2909900,11547,252,0,0,162,1461200,9020,162,0,0,1566000,2897100,1269900,2202900,2041900,414,39.1,0,0,0,0,Block Group 3,238971,0,27.9575666,-82.4718552,3309
120570044001,ACS,2016,Florida,Hillsborough County,Block Group,263,9175400,34887,203,47,13,140,5286700,37762,99,28,13,123,3567700,29006,109,14,0,1895800,6299500,2083600,6810800,2364600,183,36.3,80,18.7,4839000,60488,Block Group 1,265779,0,27.9637428,-82.4828336,3332
120570044002,ACS,2016,Florida,Hillsborough County,Block Group,311,10582700,34028,233,70,8,184,7156300,38893,130,46,8,127,3361500,26469,103,24,0,2656800,7706200,1802600,7080900,4625000,126,44.7,185,28.2,25086000,135600,Block Group 2,330788,0,27.9629727,-82.4786973,3310
120570044003,ACS,2016,Florida,Hillsborough County,Block Group,227,9929400,43742,151,76,0,126,5321200,42232,85,41,0,101,4394800,43513,70,31,0,5814100,3355500,3085700,9092000,1459500,133,32.6,94,19.2,14285000,151968,Block Group 3,352442,0,27.9581791,-82.4812175,3311
120570045001,ACS,2016,Florida,Hillsborough County,Block Group,338,18287200,54104,237,38,63,250,14733200,58933,170,30,50,88,3554000,40386,67,8,13,14958700,1580200,16528900,14031800,5587300,59,45.8,279,17.9,42493000,152305,Block Group 1,593218,0,27.9622848,-82.496096,3333
120570045002,ACS,2016,Florida,Hillsborough County,Block Group,321,9064200,28237,261,50,10,151,4561500,30209,116,35,0,170,2890700,17004,170,0,0,7932400,1131900,6192500,6899300,2150700,252,34.1,69,31.8,0,84400,Block Group 2,329115,0,27.9648998,-82.4890261,3312
120570045003,ACS,2016,Florida,Hillsborough County,Block Group,271,12079500,44574,196,50,25,228,11532400,50581,156,47,25,43,0,0,43,0,0,10177600,1470200,8166700,7067900,4983900,69,51,202,21,22285000,110322,Block Group 3,349758,0,27.9601443,-82.4993678,3334
120570045004,ACS,2016,Florida,Hillsborough County,Block Group,341,10851500,31823,254,87,0,216,8977100,41561,134,82,0,125,1874500,14996,120,5,0,6244600,2246600,8026600,8670900,2175100,147,45.1,194,13,19595000,101005,Block Group 4,330275,0,27.9612445,-82.4890647,3324
120570045005,ACS,2016,Florida,Hillsborough County,Block Group,157,9441400,60136,104,28,25,115,8738700,75989,68,22,25,42,702700,16731,36,6,0,8037700,570800,7942000,7386100,1867100,35,40.9,122,17.7,18096800,148334,Block Group 5,286925,0,27.9578138,-82.4891084,3313
120570046001,ACS,2016,Florida,Hillsborough County,Block Group,471,14431800,30641,389,74,8,124,5181000,41782,71,53,0,347,8773500,25284,318,21,8,4748700,8074400,0,9720100,4498100,184,43.3,287,42.7,53180100,185297,Block Group 1,4044457,796788,27.9544907,-82.5339109,3335
120570046002,ACS,2016,Florida,Hillsborough County,Block Group,1473,115624700,78496,527,584,362,561,45937800,81886,197,215,149,912,68793900,75432,330,369,213,84148000,19674900,9819600,109936700,7727800,1199,25.5,274,15.8,28399000,103646,Block Group 2,1408786,4908,27.9618181,-82.5116046,3314
120570046003,ACS,2016,Florida,Hillsborough County,Block Group,476,21954100,46122,304,144,28,131,5573600,42547,101,30,0,345,16256800,47121,203,114,28,10080100,9049000,3406600,18861200,2984800,465,27.5,11,0,0,0,Block Group 3,490882,3241,27.9614386,-82.5045038,3336
120570047001,ACS,2016,Florida,Hillsborough County,Block Group,160,8356300,52227,88,47,25,100,5476300,54763,50,43,7,60,2880100,48002,38,4,18,7430600,0,1633600,7740900,525800,48,44.5,112,19.2,13857800,123730,Block Group 1,375895,0,27.950829,-82.509073,3343
